poemID	poemName	author	description	content
songci_normal_49	扬州慢	姜夔	这是一首扬州感怀之作。绍兴三十一年（1161），金主完颜亮大举南侵，曾占领扬州等地，造成了严重的破坏。1176年姜夔路过扬州，仍是一片劫后的萧条景象。他在这首词里描绘了这种惨状，以眼前的荒凉对比往日的繁华，寄托了自己的哀思，揭露了金统治者的暴行。但由于过于渲染战争的后果，怀念过去的风月繁华，情绪比较低沉。	淮左名都|竹西佳处|解鞍少驻初程|过春风十里|尽荠麦青青|自胡马窥江去后|废池乔木|犹厌言兵|渐黄昏|清角吹寒|都在空城|(space)|杜郎俊赏|算而今|重到须惊|纵豆蔻词工|青楼梦好|难赋深情|二十四桥仍在|波心荡|冷月无声|念桥边红药|年年知为谁生
songci_normal_50	虞美人·听雨	蒋捷	这是一首小令，却概括出少年、壮年和晚年的特殊感受，可谓言简意赅。它以“听雨”为媒介，将几十年大跨度的时间和空间相融合。少年只知追欢逐笑享受陶醉；壮年飘泊孤苦触景伤怀；老年的寂寞孤独，一生悲欢离合，尽在雨声中体现。因受国亡之痛的影响，感情变得麻木，一任雨声淋漓，消解了喜怒哀乐……而其深层则潜隐着亡国愁情。	少年听雨歌楼上|红烛昏罗帐|壮年听雨客舟中|江阔云低断雁叫西风|(space)|而今听雨僧庐下|鬓已星星也|悲欢离合总无情|一任阶前点滴到天明
songci_hard_01	阮郎归	晏几道	这是一首重阳佳节失意伤怀之作。情绪压抑悲凉，好像有许多愁情，但表现得模糊闪烁。临佳节而在异乡作客，受款待又有“人情似故乡”的亲切。可是从其饮酒狂欢，又可见其借酒浇愁的心境。词中以佩紫、菊簪与自己作比较，其主动克制“旧狂”，可见此狂是出自不得已而为之。词意超越一般的幽怨，风格凝重而清丽。	天边金掌露成霜|云随雁字长|绿杯红袖趁重阳|人情似故乡|(space)|兰佩紫|菊簪黄|殷勤理旧狂|欲将沉醉换悲凉|清歌莫断肠
songci_hard_02	踏莎行	晏殊	此词咏别情。从饯行的酒筵破题，再写长亭离恨。“香尘”句以细节的生动，突出“行人”的深情。接着“居人”、“行人”一个对仗句式，描绘出匆匆离别的一幅感人画图：匹马映林嘶鸣，行船漾波远去。马嘶声久久在林中回荡，江面上余波涟漪渐渐向四周消散，离别的情思，别后的寂寥使人难耐……下阕集中写“居人”的苦苦思念。一人呆坐空寂画阁，无法排解别愁的折磨。出阁登上高楼眺望，看到的只是夕阳和江波……这离愁就像流逝的江水无穷无尽，无法排遣。	祖席离歌|长亭别宴|香尘已隔犹回面|居人匹马映林嘶|行人去棹依波转|(space)|画阁魂消|高楼目断|斜阳只送平波远|无穷无尽是离愁|天涯地角寻思遍
songci_hard_03	南歌子	欧阳修	此首爱情词，写新婚夫妻的甜密。特殊之处是该词脱去一般相思离别或花前月下寄情之陈规，通过新婚女子的特殊妆梳和深情的语言及动作表情等的描写，活现了新婚少妇对丈夫的一片纯情，以及其对幸福的爱情生活的珍视和向往。全词以生活的顺序，表现新妇在闺房向丈夫示爱的细节，人物动作性强，神态毕现，达到炉火纯青的艺术境界。	凤髻金泥带|龙纹玉掌梳|走来窗下笑相扶|爱道画眉深浅入时无|(space)|弄笔偎人久|描花试手初|等闲妨了绣工夫|笑问双鸳鸯字怎生书
songci_hard_04	青玉案	贺铸	此词是贺铸名篇之一，作于苏州。当时词人闲居横塘，写的是一段单相思。开头三句，借洛神故事，回忆在横塘的一次艳遇。词人神魂颠倒，要随佳人而去，并且知道了她的居所，但只有春风能入。下阕开头仍用《洛神赋》故事，词人期待再遇佳人，但佳人不至。只得题写断肠诗句。要问此时愁有多少，真好像一马平川的衰草；像漫天飞扬的柳絮；也像江南梅雨，无有止期。结句以一串博喻写“闲愁”，使得“闲愁”更加具体可感。将无形的情化为有形的物，形象具体。	凌波不过横塘路|但目送|芳尘去|锦瑟年华谁与度|月桥花院|琐窗朱户|只有春知处|(space)|碧云冉冉蘅皋暮|彩笔新题断肠句|试问闲愁都几许|一川烟草|满城风絮|梅子黄时雨
songci_hard_05	鹧鸪天	周紫芝	这首词写秋夜雨中怀念情人。上阕开头两句写室内环境，接着写室外环境。残灯如豆，梧桐秋雨，唤起客子的离愁。下阕开头三句转忆当年两人一起调瑟抚琴，同唱新曲，互为知己的愉悦。今夜“风雨西楼”，孤寂一人，今昔对比更觉凄孤。	一点残红欲尽时|乍凉秋气满屏帏|梧桐叶上三更雨|叶叶声声是别离|(space)|调宝瑟|拨金猊|那时同唱鹧鸪词|如今风雨西楼夜|不听清歌也泪垂
songci_hard_06	忆王孙	李重元	词中简化了时空背景，也看不出抒情人的身份，但词中的神韵悠然而在，词中的境界在生活中随处可遇。“雨打梨花深闭门”最为佳妙，它不仅有画面美，还令读者想像字面后所未出现的女主人公，她恐是文学作品显意象外的“隐意象”。黄蓼园云：“高楼望远，‘空’字已凄恻，况闻杜宇？最后一句尤其比兴深远，言有尽而意无穷。”体味象外之象的无穷意味。	萋萋芳草忆王孙|柳外楼高空断魂|杜宇声声不忍闻|欲黄昏|雨打梨花深闭门
songci_hard_07	秦楼月	范成大	这首词表达了一种朦胧的情绪。霜月、楼阴、风露、杏花等组合成的月夜景色，能引起无限遐思。又由室内诸景而勾起团圆之念。如果说这是词人出使金国怀念南方之作，那么，“楼阴缺”，便带痛惜河山破碎之意了。	楼阴缺|阑干影卧东厢月|东厢月|一天风露|杏花如雪|(space)|隔烟催漏金虬咽|罗帏暗淡灯花结|灯花结|片时春梦|江南天阔
songci_hard_08	眼儿媚	范成大	这首词先写雨后初晴，人在暖日中欲睡，天色困人，花香醉人。“春慵”如“春水”，比喻奇巧。后四句将困春的神态均刻画得十分形象。	酣酣日脚紫烟浮|妍暖破轻裘|困人天色|醉人花气|午梦扶头|(space)|春慵恰似春塘水|一片縠纹愁|溶溶泄泄|东风无力|欲避还休
songci_hard_09	霜天晓角	范成大	这首词写春愁。上阕的疏花、淡天、云雪营造出恬淡高雅的氛围。下阕“胜绝”转承上阕。“此情谁共说？”更增加无限孤独哀苦。结尾两句两行低雁，人倚画楼又塑愁意象。以此作结，更将春愁作了扩大。	晚晴风歇|一夜春威折|脉脉花疏天淡|云来去|数枝雪|(space)|胜绝|愁亦绝|此情谁共说|惟有两行低雁|知人倚|画楼月
songci_hard_10	贺新郎	李玉	这首词写春愁。上阕的疏花、淡天、云雪营造出恬淡高雅的氛围。下阕“胜绝”转承上阕。“此情谁共说？”更增加无限孤独哀苦。结尾两句两行低雁，人倚画楼又塑愁意象。以此作结，更将春愁作了扩大。	篆缕消金鼎|醉沉沉|庭阴转午|画堂人静|芳草王孙知何处|唯有杨花糁径|渐玉枕|腾腾春醒|帘外残红春已透|镇无聊|殢酒厌厌病|云鬓乱|未忺整|(space)|江南旧事休重省|遍天涯寻消问息|断鸿难倩|月满西楼凭阑久|依旧归期未定|又只恐|瓶沉金井|嘶骑不来银烛暗|枉教人立尽梧桐影|谁伴我|对鸾镜
songci_hard_11	鹧鸪天	范成大	这首词歌咏春天。上阕描绘园中自然风光，景色独特。下阕抒写伤春自伤之情。全词清新明快。	嫩绿重重看得成|曲阑幽槛小红英|酴醿架上蜂儿闹|杨柳行间燕子轻|(space)|春婉娩|客飘零|残花浅酒片时清|一杯且买明朝事|送了斜阳月又生
songci_hard_12	唐多令	刘过	这是一首重游故地的忆旧之作。词人二十年前曾在安远楼与朋友名士聚会，二十年后重游此地，感慨今昔，因此写了这首词。上阕概括描写秋令时节安元楼的情景。下阕触动物是人非的感叹。“旧江山浑是新愁”淡语有深情，为全篇之主旨。全词言简意丰，情致哀婉。	芦叶满汀洲|寒沙带浅流|二十年|重过南楼|柳下系船犹未稳|能几日|又中秋|(space)|黄鹤断矶头|故人今在不|旧江山|浑是新愁|欲买桂花同载酒|终不似|少年游
songci_hard_13	临江仙	陈与义	这首词是作者南渡之后所作，抒发了对北方失地的思念。上阕回忆二十年前的洛中旧游。开头两句是写在洛阳午桥庄痛饮的豪兴。“长沟流月”三句，表达对故乡的真切怀念。下阕开头两句强调北宋统治者竟如此无能、南宋新皇帝根本不愿收复失地的复杂心情。“闲登”句用萧散逸兴表示对南宋统治者的失望，结尾两句将古今兴亡都付之半夜里渔翁的歌唱，外表超脱、放达，而内心深处十分感伤。	忆昔午桥桥上饮|坐中多是豪英|长沟流月去无声|杏花疏影里|吹笛到天明|(space)|二十余年如一梦|此身虽在堪惊|闲登小阁看新晴|古今多少事|渔唱起三更
songci_hard_14	临江仙	陈与义	词人端午节怀念屈原，忧叹时局、自伤流落故作此诗。开头两句说端午节匆匆来到，只是身在天涯只有靠朗读《楚辞》以消磨节日。“榴花”三句，写南渡后歌儿舞女仍不知词人咏《楚辞》之意。这显然是嘲讽苟且偷安的朝廷。下阕自伤身世。本想承担北伐中原、匡扶宋室的大事，但无法实现。这正是最堪伤心处。于是天天借酒浇愁，年复一年。且将酒浇到江中，与屈原亡灵借酒勾通。全词怀古伤今，感念北宋灭亡，回天无力，苍凉低徊。	高咏楚辞酬午日|天涯节序匆匆|榴花不似舞裙红|无人知此意|歌罢满帘风|(space)|万事一身伤老矣|(space)|戎葵凝笑墙东|酒杯深浅去年同|试浇桥下水|今夕到湘中
songci_hard_15	薄幸	吕滨老	这是一首吟咏失恋女子伤感的作品。“昼寂寂、梳匀又懒”写此女子晚春整夜寂寞无聊，又因鸟鸣而添新愁。“记年时”以下写她往日情缘。“怎忘得”以下三句是对往日美好幽会的忆念。“如今但暮雨”陡转，回到今日的困愁，导致身心憔悴。“心与杨花共远”，又由情而景，显得空灵。全词情绪虽幽怨但又温柔敦厚，是上乘之作。	青楼春晚|昼寂寂|梳匀又懒|乍听得|鸦啼莺弄|惹起新愁无限|记年时|偷掷春心|花间隔雾遥相见|便角枕题诗|宝钗贳酒|共醉青苔深院|(space)|怎忘得|回廊下|携手处|花明月满|如今但暮雨|蜂愁蝶恨|小窗闲对芭蕉展|却谁拘管|尽无言|闲品秦筝|泪满参差雁|腰肢渐小|心与杨花共远
songci_hard_16	石州慢	张元干	这是一首写游子思家的伤春词。开头三句写春回，接下二句咏梅，“天涯旧恨”是全词主旨。下阕转写对家中妻子的思念，抒发相思之苦。有人认为此词是作者借思家写政治上受迫害的复杂心情。词意含蓄蕴藉，耐人咀嚼。	寒水依痕|春意渐回|沙际烟阔|溪梅晴照生香|冷蕊数枝争发|天涯旧恨|试看几许消魂|长亭门外山重叠|不尽眼中青|是愁来时节|(space)|情切|画楼深闭|想见东风|暗消肌雪|辜负枕前云雨|尊前花月|心期切处|更有多少凄凉|殷勤留与归时说|到得再相逢|恰经年离别
songci_hard_17	秦楼月	范成大	这首词表达了一种朦胧的情绪。霜月、楼阴、风露、杏花等组合成的月夜景色，能引起无限遐思。又由室内诸景而勾起团圆之念。如果说这是词人出使金国怀念南方之作，那么，“楼阴缺”，便带痛惜河山破碎之意了。	楼阴缺|阑干影卧东厢月|东厢月|一天风露|杏花如雪|(space)|隔烟催漏金虬咽|罗帏暗淡灯花结|灯花结|片时春梦|江南天阔
songci_hard_18	眼儿媚	范成大	这首词先写雨后初晴，人在暖日中欲睡，天色困人，花香醉人。“春慵”如“春水”，比喻奇巧。后四句将困春的神态均刻画得十分形象。	酣酣日脚紫烟浮|妍暖破轻裘|困人天色|醉人花气|午梦扶头|(space)|春慵恰似春塘水|一片縠纹愁|溶溶泄泄|东风无力|欲避还休
songci_hard_19	贺新郎·别茂嘉十二弟	辛弃疾	此词是送别其族弟茂嘉之作。用历史上五个生死离别之事以突出自己与茂嘉别离的沉痛。词开头便用“鹈鴂”、“鹧鸪”、“杜鹃”三种禽鸟悲啼，营造出一种悲剧氛围。最后又用“啼鸟还知如许恨，料不啼清泪长啼血”作照应，并且让三种鸟啼进行对比，增浓了悲剧色彩。最后以“谁共我，醉明月”作结，将鸟与古人之悲，尽集于一身，从而使得别弟之痛，无以复加。	绿树听鹈鴂|更那堪|鹧鸪声住|杜鹃声切|啼到春归无寻处|苦恨芳菲都歇|算未抵人间离别|马上琵琶关塞黑|更长门|翠辇辞金阙|看燕燕|送归妾|(space)|将军百战身名裂|向河梁|回头万里|故人长绝|易水萧萧西风冷|满座衣冠似雪|正壮士|悲歌未彻|啼鸟还知如许恨|料不啼清泪长啼血|谁共我|醉明月
songci_hard_20	过秦楼	周邦彦	这是一首即景思人之作。先写秋夜之景：夜空里一弯新月，凉风使树叶晃动，街头人马声已归于沉寂。这唤起对美好往事的回忆，当年凭栏闲看她的娇憨可爱，历历在目。又转写今日孤独，离别后天各一方，音信阻隔，连梦也无。又写所思之人：自别离后怕梳妆，镜里容颜日瘦，“梅风”三句在景语中进一步表述人生来都要自然老去的不可抗拒。接下说自己为了所思之人而伤感，只能数着稀落的星星发呆。此词深婉缠绵地表现了男子思念情人的细腻真情，很有意识流的色彩。	水浴清蟾|叶喧凉吹|巷陌马声初断|闲依露井|笑扑流萤|惹破画罗轻扇|人静夜久凭栏|愁不归眠|立残更箭叹年华一瞬|人今千里|梦沉书远|(space)|空见说鬓怯琼梳|容消金镜|渐懒趁时匀染|梅风地溽|虹雨苔滋|一架舞红都变|谁信无聊为伊|才减江淹|情伤荀倩|但明河影下|还看稀星数点
songci_hard_21	兰陵王	周邦彦	这是一首送别词，状写送客之离愁。全词共分三阕，每一阕有两层意思。上阕前五句写柳，后五句写自己的倦游心情。中阕前四句写送别，后四句设想朋友在离别后的旅途情景。下阕前五句写朋友旅途中的孤寂，最后五句回笔写自己的追忆。古人有折柳送行的习惯。这首词将咏柳和送别结合起来写，更能表现作者要表达的缠绵婉转的情绪。在此词中，有生活细节、有人物活动，有抒情主体的心理意绪，形成词作较为鲜明的叙事性和戏剧性特色。	柳阴直|烟里丝丝弄碧|隋堤上|曾见几番|拂水飘绵送行色|登临望故国|谁识|京华倦客|长亭路|年去岁来|应折柔条过千尺|(space)|闲寻旧踪迹|又酒趁哀弦|灯照离席|梨花榆火催寒食|愁一箭风快|半篙波暖|回头迢递便数驿|望人在天北|(space)|凄侧|恨堆积|渐别浦萦回|津堠岑寂|斜阳冉冉春无极|念月榭携手|露桥闻笛|沉思前事|似梦里|泪暗滴
songci_hard_22	琐窗寒	周邦彦	此词抒写年老远游思念家乡的凄凉感受。上阕写词人听到户外雨声，昔日爱妻在西窗前剪烛私语的情景又现眼前，宛若自己少年时代身处雨夜的孤舟之中也是这样风灯零乱、夜雨止宿。少年远行，老年羁旅，心情一样的萧索。下阕回到眼前：地点又是昔日的“嬉游处”，但却今非昔比：全城在过寒食节，眼前一片萧瑟。今日凄凉与昔日“嬉游”的强烈反差，更令人伤感心痛，于是往旗亭买醉，以麻醉自己剧烈的心痛。“想东园”三句是对家乡现况的庙想，昔日常去的东园，现在该是桃李争妍，春色满园了吧！“小唇秀靥”的伊人如今还在不在？最后三句设想归去，人已迟暮，春正远去，残英遍地，只能花下酣醉，排解郁结。全词就是在忽此忽彼的时空转换中，吞吐复杂心绪。全词字句典雅，巧妙化用前人诗句而无雕琢之痕。	暗柳啼鸦|单衣伫立|小帘朱户|桐花半亩|静锁一庭愁雨|洒空阶|夜阑未休|故人剪烛西窗语|似楚江暝宿|风灯零乱|少年羁旅|(space)|迟暮|嬉游处|正店舍无烟|禁城百五|旗亭唤酒|付与高阳俦侣|想东园|桃李自春|小唇秀靥今在否|到归时|定有残英|待客携尊俎
songci_hard_23	风流子	周邦彦	这是一首表达相思之情的词。开头三句写初春黄昏外景，点明时间地点。接下四句，写燕能入金屋，而心上人却不能谋面。只能听到伊人弹琴吹簧的声音，备增孤独。“欲说”以下四句忆旧，将当时两人欲言又止，欲说还休情态生动绘出。下阕着重写自己的思恋。“遥知”三句假想对方念已；“最苦”写自己梦魂难寻，虽有伊“待月西厢”，却连梦中也不能去到伊人身边。“问”数句盼望重叙旧欢。但结尾又转而把期待全抛掉，诘问苍天：难道让我们“霎时厮见”都不行吗？全词由景而情，吞吐往复，层层递进，将情写到极处，令人读后心潮难平。	新绿小池塘|风帘动|碎影舞斜阳|羡金屋去来|旧时巢燕|土花缭绕|前度莓墙|绣阁|凤帏深几许|听得理丝簧|欲说又休|虑乖芳信|未歌先咽|愁近清觞|(space)|遥知新妆了|开朱户|应白待月西厢|最苦梦魂|今宵不到伊行|问甚时说与|佳音密耗|寄将秦镜|偷换韩香|天便教人|霎时厮见何妨
songci_hard_24	虞美人	周邦彦	此词妙在以景寓情，含而不露。上阕以田家的闲逸幽静，暗示自己的相思之情，以远山和晨钟，烘托自己漂泊天涯的孤独。下阕以陂塘睡鸭，反衬自己离恨之苦。全词虽然只有一处明写“愁抱”，但处处皆是愁景。	疏篱曲径田家小|云树开清晓|天寒山色有无中|野外一声钟起送孤蓬|(space)|添衣策马寻亭堠|愁抱惟宜酒|菰蒲睡鸭占陂塘|纵被行人惊散又成双
songci_hard_25	六丑	周邦彦	本篇写游子思念佳人。笔触细腻，融情于景。全词以美人喻鲜花，用爱的柔笔抒发自己的迟暮之感，使花园的寂寞与人世的幽独有机地结合在一起，词人惜花伤春的同时，也在自怜自伤。上阕写花谢，极尽想像；下阕写追惜，极尽缠绵之致。全词妙想联翩、委婉曲折。	正单衣试酒|怅客里|光阴虚掷|愿春暂留|春归如过翼|一去无迹|为问花何在|夜来风雨|葬楚宫倾国|钗钿堕处遗香泽|乱点桃蹊|轻翻柳陌|多情为谁追惜|但蜂媒蝶使|时叩窗槅|(space)|东园岑寂|渐蒙笼暗碧|静绕珍丛底|成叹息|长条故惹行客|似牵衣待话|别情无极|残英小|强簪巾帻|终不似|一朵钗头颤袅|向人鼓侧|漂流处|莫趁潮汐|恐断红|尚有相思字|何由见得
songci_hard_26	满庭芳	周邦彦	周邦彦于哲宗元八年任溧水（属今江苏）县令。此词正是作者被贬时心中愤愤不平，而又求自我解脱的一首抒情之作。上阕系凭栏所见，有自然恬淡的初夏景致。“地卑”两句转写卑湿之地令人不适。“人静”三句又描画出一种风景宜人的境界。“凭栏久”将自己的处境与被贬江州的白居易相比较。下阕写凭栏所想，写逐客之悲。以飘流的“社燕”自比，将为宦亦喻为寄人篱下，可见词人孤愤与凄凉心境。只好在酒里去寻求暂时超脱。此词表现了词人内心深处的痛苦与矛盾，无论是寄情山水还是以酒麻醉，都不能使自己完全忘却现实。所以总是陷于沉郁顿挫之中。	风老莺雏|雨肥梅子|午阴嘉树清圆|地卑山近|衣润费垆烟|人静乌鸢自乐|小桥外|新绿溅溅|凭栏久|黄芦苦竹|拟泛九江船|(space)|年年|如社燕|飘流瀚海|来寄修椽|且莫思身外|长近尊前|憔悴江南倦客|不堪听|急管繁弦|歌筵畔|先安簟枕|容我醉时眠
songci_hard_27	夜飞鹊	周邦彦	这首词先追忆昔日送别情景，再写别宴散场，匆匆分离。词中所咏别情还参杂着政治上的不得志。先是对个人的身世沉浮哀叹，而又变为对民众苦难的关心，但却爱莫能助，因为自己马上就要离家了。这首咏别词虽也有依恋之情，已完全脱去泪沾衣襟的模式，表现出一种欲罢不忍的躇踌和沉重的思虑。情感厚重，结构浑成，寄托深远。	河桥送人处|凉夜何其|斜月远堕余辉|铜盘烛泪已流尽|霏霏凉露沾衣|相将散离会|探风前津鼓|树杪参旗|花骢会意|纵杨鞭|亦自行迟|(space)|迢递路回清野|人语渐无闻|空带愁归|何意重红前地|遗钿不见|斜径都迷|兔葵燕麦|向斜阳|欲与人齐|但徘徊班草|欷酹酒|极望天西
songci_hard_28	花犯	周邦彦	此作将梅花和赏梅人结合在一起进行描写，主客体交融。赏花者看到粉墙下“依然旧风味”的梅花，联想到去年孤独赏梅；又联想到来日自己乘船航行的景象及那时在船中的梦想。从眼前的梅花，联想到青梅的成熟；词人按照自己意识的流动来把握和表现形象，不受时空的限制。艺术境界开阔，其意境能使人在脑中唤起一幅清晰画面。	粉墙低|梅花照眼|依然旧风味|露痕轻缀|疑净洗铅华|无限佳丽|去年胜赏曾孤倚|冰盘同宴喜|更可惜|雪中高树|香篝熏素被|(space)|今年对花最匆匆|相逢似有恨|依依愁悴|吟望久|青苔上|旋看飞坠|相将见|翠丸荐酒|人正在|空江烟浪里|但梦想|一枝潇洒|黄昏斜照水
songci_hard_29	解连环	周邦彦	此词吟咏失恋伤情。抒情主人公是一位男性。先写心中幽怨无法排遣。“妙手能解连环”，写对方轻易弃情，“妙手”二字颇有讽刺之意。“风散”、“雾轻”二句仍写对方薄情轻情。“燕子楼”，“弦索”与眼前的红芍药花，都是两情相悦的见证，而今睹之，更令人神伤。下阕由“移根换叶”杜若渐生，状写主人公一种微茫的希望。“舟依岸曲，人在天角”假想对方飘泊情景，割不断相思情。但“漫记得”以下四句又转为彻底绝望，但“水驿春回”又作陡转，情丝难断。	怨怀无托|嗟情人断绝|信音辽邈|纵妙手|能解连环|似风散雨收|雾轻云薄|燕子楼空|暗尘锁|一床弦索|想移根换叶|尽是旧时|手种红药|(space)|汀洲渐生杜若|料舟依岸曲|人在天角|谩记得|当日音书|把闲语闲言|待总烧却|水驿春回|望寄我|江南梅萼|拚今生|对花对酒|为伊泪落
songci_hard_30	拜星月	周邦彦	此词状写恋情及别后相思。上阕追忆与情人首次幽会。开头三句写相逢时间和环境。“竹槛灯窗”，陈设简陋，可见二人感情建立在纯朴的两情相悦基础之上，“笑相遇”，是一见钟情；“琼枝玉树相倚”是二人情投意合。“暖日”句更让感情升华。“水眄兰情”从视觉和嗅觉方面作比。“平生稀见”是对佳人的总体评价。下阕换头“画图中”一句交待相见之前，业已慕名。“眷恋雨润云温”是见面后之情事。“苦惊风吹散”，揭出欢后苦别的悲剧。“念荒寒”四句写今日自己的飘零落魄。结尾三句，更是凄艳动人。此作通过对失去恋情的追忆，表达仁途失落后的悲惨心态。	夜色催更|清尘收露|小曲幽坊月暗|竹槛灯窗|识秋娘庭院|笑相遇|似觉琼枝玉树相倚|暖日明霞光烂|水眄兰情|总平生稀见|(space)|画图中|旧识春风面|谁知道|自到瑶台畔|眷恋雨润云温|苦惊风吹散|念荒寒|寄宿无人馆|重门闭|败壁秋虫叹|怎奈向|一缕相思|隔溪山不断
songci_hard_31	解语花·上元	周邦彦	这是词人飘流他乡，逢元宵节的忆旧感怀之作。先写元宵夜的灯节花市，巨大的蜡烛，通明的花灯，露水虽然灯笼纸打湿，可里面烛火仍旺。月光与花市灯火互相辉映，整个世界都晶莹透亮，嫦娥也想下来参加人间的欢庆。苗条的楚地姑娘在花市嬉戏，箫鼓喧闹，满路溢香。又写“昔日”京都的元宵。着重从大处着笔。“钿车罗帕”突出都市特点，与上阕“楚女纤腰”及“箫鼓”形成对照，脉络井然。“暗尘随马”写夜市繁华。从“年光是也”开始抒情，抒发今不如昔的际遇和伤感。此作结构缜密，厚重顿挫，极具匠心。	风消绛蜡|露浥烘炉|花市光相射|桂华流瓦|纤云散|耿耿素娥欲下|衣裳淡雅|看楚女纤腰一把|箫鼓喧|人影参差|满路飘香麝|(space)|因念都城放夜|望千门如昼|嬉笑游冶|钿车罗帕|相逢处|自有暗尘随马|年光是也|唯只见|旧情衰谢|清漏移|飞盖归来|从舞休歌罢
songci_hard_32	关河令	周邦彦	这首小令系悲秋之作。声潇潇，却无鸿雁传书，期盼落空，寒意逼人。写夜深人去，惟孤灯作伴，以酒浇愁愁更愁，漫漫长夜孤苦难，李清照《声声慢》一词“冷冷清清”，“雁过也，正伤心，却是旧时相识”，三杯两盏淡酒，怎敌他晚来风急”，“守着窗儿，独自怎生得黑”等境界，似从中看到借鉴处。	秋阴时晴渐向暝|变一庭凄冷|伫听寒声|云深无雁影|(space)|更深人去寂静|但照壁|孤灯相映|酒已都醒|如何消夜永
songci_hard_33	绮寮怨	周邦彦	这是一首写羁旅伤感的词作。开头两句表现词人的潦倒和狼狈。接下不说原委，而写途中所见。津亭败壁、蛛丝网罩——乃是岁月的足迹。下阕开头“去去倦寻路程”才对首二句作了正面回答。旧地重经，席上奏起“旧曲”。此时只是想到曾为我樽前演唱的“故人”。下阕是词人意识流程的真实记录，表现如烟往事，在重经故地时——涌上心头。故尔才有了起首“上马人扶残醉，晓风吹未醒”的麻木，以逃避忆旧（尤其是那位善唱的“故人”）给自己带来的深沉痛苦。	上马人扶残醉|晓风吹未醒|映水曲|翠瓦失檐|垂杨里|乍见津亭|当时曾题败壁|蛛丝罩|淡墨苔晕青|念去来|岁月如流|徘徊久|叹息愁思盈|(space)|去去倦寻路程|江陵旧事|何曾再问杨琼|旧曲凄清|敛愁黛|与谁听|尊前故人如在|想念我|最关情|何须渭城|歌声未尽处|先泪零
songci_hard_34	尉迟杯	周邦彦	这又是一篇抒写离愁之作。一开始“密霭生烟树”，景中已透露前途迷茫之预感。接着，在流动中表现出离京渐远的过程和凄凉、孤独……种种难言之苦。下阕前半忆旧。“旧客京华”本有许多情事可以回顾，但词人却只回忆与妓女们的“欢聚”。下阕后半又回到现实：“渔村双驿”，这与京都的“珠歌翠舞”的鲜明对比强化了落魄的凄楚。所以“夜如岁”二句便显得甚有分量。“梦魂凝想鸳侣”又表现出愁极无聊时，仍痴迷于旧情。此词营造出的忧愁胜境，独具一格。	隋堤路|渐日晚|密霭生烟树|阴阴淡月笼沙|还宿河桥深处|无情画舸|都不管|烟波隔前浦|等行人醉拥重衾|载将离恨归去|(space)|因念旧客京华|长偎傍疏林|小槛欢聚|冶叶倡条俱相识|仍惯见珠歌翠舞|如今向渔村水驿|夜如岁|焚香独自语|有何人念我无聊|梦魂凝想鸳侣
songci_hard_35	瑞鹤仙	周邦彦	此词写偶遇旧时相知的伤感之情。表现词人向往神仙自在境界的意绪。此词据周邦彦说是“梦中得句”，并将此词与方腊起义联系起来。当时词人为躲避起义，东奔西避，但词中并无一语对起义的微词，尾句竟唱出“任流光过却，犹喜洞天自乐”的轻快之调，反映词人晚年对朝廷时局的不满与出世之愿。	悄郊原带郭|行路永|客去年尘漠漠|斜阳映山落|敛馀红|犹念孤城阑角|凌波步弱|过短亭|何用素约|有流莺劝我|重解绣鞍|缓引春酌|(space)|不记归时早暮|上马谁扶|醒眠朱阁|惊飙动幕|扶残醉|绕红药|叹西园|已是花深无地|东风何事又恶|任流光过却|犹喜洞天自乐
songci_hard_36	西河·金陵怀古	周邦彦	此词系咏史之作。全词化用刘禹锡咏金陵之《石头城》和《乌衣巷》两首诗，但又浑然天成。此词三阕结构：上阕起调至“风樯遥度天际”，写金陵胜境；中阕由“断崖树”至“伤心东望淮水”，写金陵古迹并发出凭吊；下阕由“酒旗戏鼓甚至处市”至末，写目前景物及千古兴亡之思。此作苍凉悲壮，平易爽畅，笔力遒劲。	佳丽地|南朝盛事谁记|山围故国绕清江|髻鬟对起|怒涛寂寞打孤城|风樯遥度天际|(space)|断崖树|犹倒倚|莫愁艇子曾系|空馀旧迹郁苍苍|雾沉半垒|夜深月过女墙来|伤心东望淮水|(space)|酒旗戏鼓甚处市|想依稀|王谢邻里|燕子不知何世|向寻常巷陌人家|相对如说兴亡|斜阳里
songci_hard_37	蝶恋花	王国维	“阅尽天涯离别苦”，开篇即直陈久别给人带来的苦楚。离别诚然是痛苦的，在词人眼里，连相逢也是苦楚的，时间无情，荡去了容颜，一分重逢之欢难抵十分久别之苦。莎士比亚《十四行诗》说“一切少男少女皆将如扫烟筒者同归于灰烬”，这正是王国维“最是人间留不住，朱颜辞镜花辞树”之深意。	阅尽天涯离别苦|不道归来|零落花如许|花底相看无一语|绿窗春与天俱莫|(space)|待把相思灯下诉|一缕新欢|旧恨千千缕|最是人间留不住|朱颜辞镜花辞树
songci_hard_38	临江仙	元好问	由词题不知，此词作于由洛阳赴孟津的途中元好问自公元1218年（金宣宗兴定二年）移家河南登封，此后一段时间行迹多在河南。作者触景伤感，吊古伤今，来抒发自己的怀抱。	今古北邙山下路|黄尘老尽英雄|人生长恨水长东|幽怀谁共语|远目送归鸿|(space)|盖世功名将底用|从前错怨天公|浩歌一曲酒千钟|男儿行处是|未要论穷通
